Time,PersonDistance,PersonOffset,V,Omega,TargetRight,TargetLeft
1733808239,1.0509999990463257,-34.0,2549.999952316284,2895.0142750572313,5445.0142273735155,-345.01432274094714
1733808239,1.0600000619888306,-34.0,2549.999952316284,3235.0142750572313,5785.0142273735155,-685.0143227409471
1733808239,1.0530000925064087,-42.0,3000.0030994415283,3207.546982233881,6207.550081675409,-207.54388279235263
1733808239,1.0530000925064087,-42.0,2650.0046253204346,3908.6036382038005,6558.608263524235,-1258.599012883366
1733808240,1.0660001039505005,-22.0,2650.0046253204346,3988.6036382038005,6638.608263524235,-1338.599012883366
1733808240,1.027999997138977,1.0,3300.0051975250244,2263.789667418416,5563.79486494344,1036.2155301066086
1733808240,0.9960000514984131,22.0,1399.9998569488525,132.7237351378311,1532.7235920866838,1267.2761218110213
1733808240,0.9810000658035278,39.0,0.0,-1990.0,-1990.0,1990.0
1733808240,0.968000054359436,47.0,0.0,-3730.0,-3730.0,3730.0
1733808240,0.9810000658035278,46.0,0.0,-4620.0,-4620.0,4620.0
1733808240,0.9860000610351562,42.0,0.0,-4610.0,-4610.0,4610.0
1733808240,1.00600004196167,29.0,0.0,-4240.0,-4240.0,4240.0
1733808240,1.0240000486373901,22.0,300.0020980834961,-3012.703657094374,-2712.701559010878,3312.7057551778703
1733808240,1.0420000553131104,21.0,1200.0024318695068,-2218.4373979546995,-1018.4349660851926,3418.4398298242063
1733808241,1.0390000343322754,37.0,2100.0027656555176,-2025.354979390065,74.64778626545262,4125.357745045582
1733808241,1.0390000343322754,41.0,1950.0017166137695,-3401.116340460802,-1451.1146238470324,5351.118057074571
1733808241,1.0350000858306885,41.0,1950.0017166137695,-3906.1018907808884,-1956.100174167119,5856.103607394658
1733808241,1.03000009059906,35.0,1750.0042915344238,-3961.352328497007,-2211.348036962583,5711.356620031431
1733808241,1.031000018119812,26.0,1500.004529953003,-3458.057953533149,-1958.053423580146,4958.062483486152
1733808241,1.03000009059906,18.0,1550.0009059906006,-2611.82342803592,-1061.8225220453196,4161.824334026521
1733808241,1.040000081062317,8.0,1500.004529953003,-1827.572661817048,-327.568131864045,3327.577191770051
1733808241,1.0700000524520874,4.0,2000.0040531158447,-869.230709273439,1130.7733438424057,2869.234762389284
1733808241,1.1010000705718994,1.0,3500.00262260437,-413.8317573754617,3086.1708652289085,3913.8343799798317
1733808241,1.128000020980835,-3.0,5050.003528594971,-120.8265155224344,4929.177013072536,5170.830044117405
1733808242,1.1600000858306885,-2.0,6400.001049041748,225.95744186169395,6625.958490903442,6174.043607180054
1733808242,1.1759999990463257,1.0,8000.004291534424,182.41378034621252,8182.4180718806365,7817.590511188211
1733808242,1.1780000925064087,11.0,8799.999952316284,-55.0340136744003,8744.965938641884,8855.033965990684
1733808242,1.1690000295639038,28.0,8900.004625320435,-833.786004769788,8066.218620550647,9733.790630090223
1733808242,1.1880000829696655,45.0,8900.004625320435,-833.786004769788,8066.218620550647,9733.790630090223
1733808242,1.2040001153945923,65.0,9400.004148483276,-3787.878523334163,5612.125625149113,13187.882671817439
1733808242,1.2040001153945923,76.0,10000.0,-5198.670578922433,4801.329421077567,15198.670578922432
1733808242,1.2140001058578491,88.0,10000.0,-7018.763783081925,2981.236216918075,17018.763783081926
1733808242,1.2140001058578491,88.0,10000.0,-7248.763783081925,2751.236216918075,17248.763783081926
1733808242,1.2040001153945923,37.0,10000.0,-3583.089406463539,6416.9105935364605,13583.08940646354
1733808243,1.221000075340271,3.0,10000.0,-3073.089406463539,6926.9105935364605,13073.08940646354
1733808243,1.221000075340271,3.0,10000.0,-585.7002305396217,9414.299769460378,10585.700230539622
1733808243,1.221000075340271,-40.0,10000.0,-245.70023053962166,9754.299769460378,10245.700230539622
1733808243,1.2390000820159912,-40.0,10000.0,2846.003073861622,12846.003073861622,7153.996926138378
1733808243,1.2420001029968262,-38.0,10000.0,3228.4097943654324,13228.409794365432,6771.590205634568
1733808243,1.2420001029968262,-38.0,10000.0,3079.581066725331,13079.581066725332,6920.418933274669
1733808243,1.2390000820159912,3.0,10000.0,3059.581066725331,13059.581066725332,6940.418933274669
1733808243,1.2360000610351562,21.0,10000.0,167.86926542259258,10167.869265422592,9832.130734577408
1733808243,1.2440000772476196,36.0,10000.0,-1519.0290423135089,8480.970957686492,11519.029042313508
1733808243,1.2420001029968262,42.0,10000.0,-2743.8904955416783,7256.109504458322,12743.890495541678
1733808244,1.2620000839233398,23.0,10000.0,-3321.6422316437865,6678.3577683562135,13321.642231643786
1733808244,1.2890000343322754,11.0,10000.0,-2012.5038407681386,7987.496159231861,12012.503840768139
1733808244,1.2980000972747803,-7.0,10000.0,-973.3746863473276,9026.625313652672,10973.374686347328
1733808244,1.3000000715255737,-12.0,10000.0,693.0768722895363,10693.076872289535,9306.923127710465
1733808244,1.2950000762939453,-7.0,10000.0,923.0768722895363,10923.076872289535,9076.923127710465
1733808244,1.2950000762939453,3.0,10000.0,590.5405086950054,10590.540508695005,9409.459491304995
1733808244,1.284000039100647,8.0,10000.0,590.5405086950054,10590.540508695005,9409.459491304995
1733808244,1.284000039100647,24.0,10000.0,-623.0529405282141,9376.947059471786,10623.052940528214
1733808244,1.3200000524520874,40.0,10000.0,-1709.1588215846423,8290.841178415358,11709.158821584642
1733808244,1.3030000925064087,49.0,10000.0,-2870.3029098896113,7129.697090110389,12870.302909889611
1733808245,1.309000015258789,47.0,10000.0,-3670.5523040098324,6329.447695990168,13670.552304009832
1733808245,1.2890000343322754,38.0,10000.0,-3610.527078084725,6389.472921915275,13610.527078084724
