Time,PersonDistance,PersonOffset,V,Omega,TargetRight,TargetLeft
1733883015,1.068000078201294,6.0,5650.001764297485,-2875.1122179235713,2774.889546373914,8525.113982221057
1733883016,1.0850000381469727,5.0,3400.0039100646973,-587.7977116729326,2812.2061983917647,3987.80162173763
1733883016,1.1090000867843628,8.0,4250.001907348633,-461.8294768854844,3788.1724304631484,4711.831384234118
1733883016,1.0260000228881836,-17.0,4250.001907348633,-461.8294768854844,3788.1724304631484,4711.831384234118
1733883016,1.0110000371932983,-25.0,550.001859664917,2464.7991177333774,3014.8009773982944,-1914.7972580684605
1733883016,1.0160000324249268,-19.0,800.0016212463379,1876.078680475232,2676.08030172157,-1076.077059228894
1733883016,0.9880000352859497,-18.0,0.0,1801.0,1801.0,-1801.0
1733883016,1.1220000982284546,7.0,0.0,1800.0,1800.0,-1800.0
1733883016,1.1540000438690186,23.0,0.0,1800.0,1800.0,-1800.0
1733883016,1.183000087738037,37.0,7700.002193450928,-1993.06751522191,5706.934678229018,9693.069708672838
1733883016,1.2290000915527344,57.0,10000.0,-4603.9166602002015,5396.0833397997985,14603.9166602002
1733883017,1.287000060081482,66.0,10000.0,-4603.9166602002015,5396.0833397997985,14603.9166602002
1733883017,1.3260000944137573,74.0,10000.0,-5119.204888803302,4880.795111196698,15119.204888803302
1733883017,1.3260000944137573,68.0,10000.0,-5134.204763067059,4865.795236932941,15134.204763067059
1733883017,1.1130000352859497,48.0,10000.0,-5134.204763067059,4865.795236932941,15134.204763067059
1733883017,1.1430000066757202,35.0,5650.001764297485,-4312.668326885357,1337.3334374121287,9962.670091182841
1733883017,1.165000081062317,33.0,8250.004053115845,-2847.6178286535933,5402.386224462251,11097.621881769439
1733883017,1.1740000247955322,31.0,8250.004053115845,-2832.6178286535933,5417.386224462251,11082.621881769439
1733883017,1.1780000925064087,39.0,8250.004053115845,-2832.6178286535933,5417.386224462251,11082.621881769439
1733883017,1.1850000619888306,42.0,8250.004053115845,-2832.6178286535933,5417.386224462251,11082.621881769439
1733883017,1.1950000524520874,34.0,9250.003099441528,-3544.3036120614042,5705.699487380124,12794.306711502933
1733883018,1.1920000314712524,45.0,9750.00262260437,-2853.1881596350977,6896.814462969272,12603.190782239468
1733883018,1.1920000314712524,39.0,9600.001573562622,-3266.8119941543446,6333.1895794082775,12866.813567716967
1733883018,1.1950000524520874,24.0,9750.00262260437,-2023.3681126835986,7726.634509920772,11773.370735287968
1733883018,1.2420001029968262,9.0,9750.00262260437,-2008.3681126835986,7741.634509920772,11758.370735287968
1733883018,1.3000000715255737,6.0,10000.0,-739.6376210665256,9260.362378933474,10739.637621066526
1733883018,1.374000072479248,1.0,10000.0,-80.78019994537543,9919.219800054625,10080.780199945375
1733883018,1.4100000858306885,-2.0,10000.0,-72.78019994537543,9927.219800054625,10072.780199945375
1733883018,1.440000057220459,-5.0,10000.0,138.8439629967624,10138.843962996762,9861.156037003238
1733883018,1.4540001153945923,-2.0,10000.0,138.8439629967624,10138.843962996762,9861.156037003238
1733883018,1.4500000476837158,10.0,10000.0,-689.655149734262,9310.344850265737,10689.655149734263
1733883019,1.4610000848770142,19.0,10000.0,-1291.4790483362228,8708.520951663777,11291.479048336223
1733883019,1.468000054359436,30.0,10000.0,-2032.5966545716883,7967.403345428312,12032.596654571687
1733883019,1.440000057220459,43.0,10000.0,-2043.5966545716883,7956.403345428312,12043.596654571687
1733883019,1.4610000848770142,54.0,10000.0,-2973.1109924537213,7026.889007546279,12973.110992453721
1733883019,1.4900001287460327,62.0,10000.0,-2973.1109924537213,7026.889007546279,12973.110992453721
1733883019,1.5350000858306885,68.0,10000.0,-2973.1109924537213,7026.889007546279,12973.110992453721
1733883019,1.5750000476837158,67.0,10000.0,-4254.968125177773,5745.031874822227,14254.968125177773
1733883019,1.5800000429153442,68.0,10000.0,-4253.968125177773,5746.031874822227,14253.968125177773
1733883019,1.6130000352859497,43.0,10000.0,-2689.839991279172,7310.160008720828,12689.839991279172
1733883019,1.5880000591278076,30.0,10000.0,-1902.1686954015092,8097.8313045984905,11902.16869540151
1733883020,1.600000023841858,12.0,10000.0,-767.9999888241292,9232.00001117587,10767.99998882413
1733883020,1.5550000667572021,-14.0,10000.0,874.3215047569488,10874.321504756948,9125.678495243052
1733883020,1.559000015258789,-18.0,10000.0,1150.5862619515149,11150.586261951516,8849.413738048484
1733883020,1.596000075340271,-19.0,10000.0,1189.4761342789507,11189.47613427895,8810.52386572105
1733883020,1.6180000305175781,-22.0,10000.0,1190.4761342789507,11190.47613427895,8809.52386572105
1733883020,1.5840001106262207,-28.0,10000.0,1190.4761342789507,11190.47613427895,8809.52386572105
1733883020,1.5200001001358032,-46.0,10000.0,3008.3155901035907,13008.31559010359,6991.684409896409
1733883020,1.4900001287460327,-60.0,10000.0,4012.8452896373456,14012.845289637346,5987.154710362654
1733883020,1.4860000610351562,-67.0,10000.0,4501.748132441355,14501.748132441355,5498.251867558645
1733883020,1.4900001287460327,-59.0,10000.0,3967.731201476723,13967.731201476723,6032.268798523277
1733883021,1.4820001125335693,-47.0,10000.0,3183.3897726802898,13183.38977268029,6816.61022731971
1733883021,1.475000023841858,-30.0,10000.0,3171.3897726802898,13171.38977268029,6828.61022731971
1733883021,1.4820001125335693,-20.0,10000.0,2050.898272208872,12050.898272208873,7949.101727791128
1733883021,1.531000018119812,-18.0,10000.0,1359.5275628426764,11359.527562842677,8640.472437157323
1733883021,1.5550000667572021,-30.0,10000.0,1177.702141539189,11177.702141539188,8822.297858460812
1733883021,1.5880000591278076,-25.0,10000.0,1567.3072461679244,11567.307246167924,8432.692753832076
1733883021,1.6050000190734863,-26.0,10000.0,1574.3072461679244,11574.307246167924,8425.692753832076
1733883021,1.592000126838684,-26.0,10000.0,1618.9376754530472,11618.937675453048,8381.062324546952
1733883021,1.6260000467300415,-22.0,10000.0,1357.013491250691,11357.013491250691,8642.986508749309
1733883021,1.6760001182556152,-17.0,10000.0,1019.3197375005939,11019.319737500595,8980.680262499405
1733883022,1.662000060081482,-9.0,10000.0,549.5162259114937,10549.516225911493,9450.483774088507
1733883022,1.690000057220459,-12.0,10000.0,707.0591475562661,10707.059147556267,9292.940852443733
1733883022,1.7090001106262207,-16.0,10000.0,932.2199510997806,10932.21995109978,9067.78004890022
1733883022,1.6810001134872437,-22.0,10000.0,1302.7447064093817,11302.744706409381,8697.255293590619
1733883022,1.7040001153945923,-21.0,10000.0,1308.7447064093817,11308.744706409381,8691.255293590619
1733883022,1.7090001106262207,-17.0,10000.0,999.7336980435169,10999.733698043518,9000.266301956482
1733883022,1.690000057220459,-15.0,10000.0,889.5739344453326,10889.573934445332,9110.426065554668
1733883022,1.6850000619888306,-10.0,10000.0,598.4717882560107,10598.47178825601,9401.52821174399
1733883022,1.6850000619888306,-3.0,10000.0,185.04153647680317,10185.041536476803,9814.958463523197
1733883022,1.690000057220459,3.0,10000.0,-171.51478688906653,9828.485213110933,10171.514786889067
1733883023,1.724000096321106,10.0,10000.0,-573.0463713046937,9426.953628695306,10573.046371304694
1733883023,1.7390000820159912,22.0,10000.0,-1253.0948224508304,8746.90517754917,11253.09482245083
1733883023,1.7290000915527344,37.0,10000.0,-1253.0948224508304,8746.90517754917,11253.09482245083
1733883023,1.7440000772476196,44.0,10000.0,-2124.9651845461744,7875.034815453826,12124.965184546174
1733883023,1.7590000629425049,49.0,10000.0,-2124.9651845461744,7875.034815453826,12124.965184546174
1733883023,1.7390000820159912,52.0,10000.0,-2785.673578546178,7214.326421453822,12785.673578546179
1733883023,1.7640000581741333,53.0,10000.0,-3003.53504830713,6996.464951692869,13003.53504830713
1733883023,1.749000072479248,54.0,10000.0,-3003.53504830713,6996.464951692869,13003.53504830713
1733883023,1.7590000629425049,49.0,10000.0,-3003.53504830713,6996.464951692869,13003.53504830713
1733883023,1.7590000629425049,45.0,10000.0,-2785.673578546178,7214.326421453822,12785.673578546179
1733883024,1.7000000476837158,45.0,10000.0,-2562.271653766898,7437.728346233102,12562.271653766898
1733883024,1.7000000476837158,45.0,10000.0,-2647.0587492814134,7352.941250718586,12647.058749281414
1733883024,1.8340001106262207,44.0,10000.0,-2400.1274452527796,7599.87255474722,12400.12744525278
1733883024,1.8450000286102295,45.0,10000.0,-2400.1274452527796,7599.87255474722,12400.12744525278
1733883024,1.8340001106262207,48.0,10000.0,-2614.2299402757594,7385.77005972424,12614.22994027576
1733883024,1.8680000305175781,51.0,10000.0,-2727.1926748828328,7272.807325117167,12727.192674882834
1733883024,1.8280000686645508,55.0,10000.0,-2727.1926748828328,7272.807325117167,12727.192674882834
1733883024,4.077000141143799,72.0,10000.0,-2727.1926748828328,7272.807325117167,12727.192674882834
1733883024,3.4880001544952393,82.0,10000.0,-2340.9173270626334,7659.082672937367,12340.917327062634
1733883024,3.261000156402588,82.0,10000.0,-2514.565963420845,7485.434036579155,12514.565963420846
1733883025,1.749000072479248,76.0,10000.0,-2514.565963420845,7485.434036579155,12514.565963420846
1733883025,1.9780000448226929,88.0,10000.0,-4351.340014324199,5648.659985675801,14351.3400143242
1733883025,2.5460000038146973,99.0,10000.0,-4436.9382207212375,5563.0617792787625,14436.938220721237
1733883025,2.5250000953674316,98.0,10000.0,-3877.4524686436494,6122.547531356351,13877.452468643649
