Time,PersonDistance,PersonOffset,V,Omega,TargetRight,TargetLeft
1734401210,1.9850001335144043,45.0,4545.000195503235,-2095.3378303147906,2449.6623651884443,6640.338025818026
1734401210,2.0380001068115234,45.0,4545.000195503235,-2095.3378303147906,2449.6623651884443,6640.338025818026
1734401210,2.0320000648498535,39.0,5160.000324249268,-1919.2912773298435,3240.709046919424,7079.291601579111
1734401210,2.0450000762939453,26.0,5160.000324249268,-1919.2912773298435,3240.709046919424,7079.291601579111
1734401211,2.059000015258789,14.0,5225.000381469727,-1271.3935955992013,3953.6067858705255,6496.393977068928
1734401211,2.065999984741211,-2.0,5329.999923706055,96.80542181855446,5426.805345524609,5233.1945018875
1734401211,2.117000102996826,-21.0,5585.000514984131,991.9697202788225,6576.970235262954,4593.030794705308
1734401211,2.0810000896453857,-35.0,5585.000514984131,991.9697202788225,6576.970235262954,4593.030794705308
1734401211,2.125,-44.0,5405.000448226929,1681.8836373026875,7086.884085529617,3723.1168109242412
1734401211,2.0950000286102295,-41.0,5475.0001430511475,1957.0405460661675,7432.040689117315,3517.9595969849797
1734401211,2.1019999980926514,-38.0,5509.999990463257,1807.8020948849232,7317.80208534818,3702.1978955783334
1734401211,2.132000207901001,-33.0,5660.001039505005,1547.8422505638118,7207.843290068817,4112.158788941193
1734401211,2.1550002098083496,-24.0,5775.001049041748,1113.6889867001169,6888.690035741865,4661.312062341631
1734401211,2.1700000762939453,-15.0,5775.001049041748,1113.6889867001169,6888.690035741865,4661.312062341631
1734401212,2.2940001487731934,-8.0,5850.000381469727,691.2442153282266,6541.244596797953,5158.7561661415
1734401212,2.3480000495910645,-8.0,6740.000247955322,340.71549535926573,7080.715743314588,6399.284752596057
1734401212,2.3570001125335693,-7.0,6740.000247955322,340.71549535926573,7080.715743314588,6399.284752596057
1734401212,2.3480000495910645,-14.0,6740.000247955322,596.252116878715,7336.2523648340375,6143.748131076607
1734401212,2.3480000495910645,-29.0,6740.000247955322,596.252116878715,7336.2523648340375,6143.748131076607
1734401212,2.3570001125335693,-39.0,6785.000562667847,1654.6456571051415,8439.646219772989,5130.354905562705
1734401212,2.385000228881836,-44.0,6925.00114440918,1844.8635546097453,8769.864699018925,5080.137589799435
1734401212,2.3940000534057617,-45.0,6970.000267028809,1879.6992061876492,8849.699473216459,5090.30106084116
1734401212,2.4230000972747803,-45.0,7115.000486373901,1857.2017413706599,8972.202227744561,5257.7987450032415
1734401212,2.4040000438690186,-39.0,7115.000486373901,1857.2017413706599,8972.202227744561,5257.7987450032415
1734401213,2.4230000972747803,-28.0,7115.000486373901,1155.5921946306328,8270.592681004535,5959.408291743269
1734401213,2.4230000972747803,-14.0,7115.000486373901,1155.5921946306328,8270.592681004535,5959.408291743269
1734401213,2.5460000038146973,1.0,7115.000486373901,1155.5921946306328,8270.592681004535,5959.408291743269
1734401213,2.557000160217285,5.0,7785.000801086426,-195.5416381192216,7589.459162967204,7980.5424392056475
1734401213,2.568000078201294,12.0,7840.00039100647,-467.28970539616057,7372.710685610309,8307.29009640263
1734401213,2.514000177383423,14.0,7570.000886917114,-556.88142451013,7013.119462406984,8126.8823114272445
1734401213,2.5460000038146973,12.0,7730.000019073486,-471.32757195680597,7258.67244711668,8201.327591030293
1734401213,2.579000234603882,3.0,7895.001173019409,-116.32414606820619,7778.677026951203,8011.325319087616
1734401213,2.635000228881836,-7.0,8175.00114440918,265.65462588101764,8440.655770290197,7909.346518528162
1734401213,2.6580002307891846,-18.0,8290.001153945923,677.2008441344504,8967.201998080373,7612.800309811472
1734401214,2.6580002307891846,-21.0,8290.001153945923,677.2008441344504,8967.201998080373,7612.800309811472
1734401214,2.7180001735687256,-21.0,8290.001153945923,790.0676514901922,9080.068805436114,7499.93350245573
1734401214,2.7060000896453857,-18.0,8290.001153945923,790.0676514901922,9080.068805436114,7499.93350245573
1734401214,2.694000244140625,-11.0,8290.001153945923,790.0676514901922,9080.068805436114,7499.93350245573
1734401214,2.682000160217285,5.0,8410.000801086426,-186.4280276401967,8223.572773446229,8596.428828726623
1734401214,2.7180001735687256,21.0,8590.000867843628,-772.6268822281592,7817.373985615469,9362.627750071788
1734401214,2.755000114440918,31.0,8775.00057220459,-1125.2268135128895,7649.7737586917,9900.227385717479
1734401214,2.7930002212524414,34.0,8775.00057220459,-1125.2268135128895,7649.7737586917,9900.227385717479
1734401214,3.063000202178955,36.0,8775.00057220459,-1125.2268135128895,7649.7737586917,9900.227385717479
1734401214,3.2790000438690186,36.0,8775.00057220459,-1125.2268135128895,7649.7737586917,9900.227385717479
1734401215,2.819000244140625,34.0,11395.000219345093,-1097.8956852200042,10297.104534125088,12492.895904565097
1734401215,2.7930002212524414,31.0,8965.001106262207,-1109.9175633469492,7855.083542915258,10074.918669609156
1734401215,2.8330001831054688,29.0,8965.001106262207,-1109.9175633469492,7855.083542915258,10074.918669609156
1734401215,2.819000244140625,36.0,8965.001106262207,-1109.9175633469492,7855.083542915258,10074.918669609156
1734401215,2.819000244140625,39.0,8965.001106262207,-1109.9175633469492,7855.083542915258,10074.918669609156
1734401215,2.8330001831054688,46.0,8965.001106262207,-1109.9175633469492,7855.083542915258,10074.918669609156
1734401215,2.873000144958496,52.0,8965.001106262207,-1109.9175633469492,7855.083542915258,10074.918669609156
1734401215,10.056000709533691,61.0,30000.0,-606.602980269963,29393.397019730037,30606.602980269963
1734401215,16.760000228881836,70.0,30000.0,-606.602980269963,29393.397019730037,30606.602980269963
1734401215,18.85500144958496,75.0,30000.0,-606.602980269963,29393.397019730037,30606.602980269963
